,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
957,Data Scientist,$141K-$222K (Glassdoor est.),"Job Description
AuSuM Systems is a global leader in premium audit and risk management systems and the developer of Premium Audit Manager (PAM) and Survey and Risk Assessment (SaRA), some of the first fully supported solutions to allow insurance providers to automate their entire premium audit and loss control processes. These applications combine a state-of-the-art tracking system with a fully featured reporting engine to better mine and statistically analyze data to make more informed business decision. We are seeking to hire a data scientist that matches all of the qualifications below, as well as strong communication skills. This is a remote / work at home job listing so you must be team oriented and self-motivated.

Qualifications:
Masters, PHD in Data Science, Mathematics, Operational research or related field with emphasis on AI and Azure ML
5+ years of hands-on experience with data science, big data experience and analytics in a business context.
Experience in Natural Language Processing
Experience with product and service big data telemetry systems
Significant experience in Data Science and Machine Learnings with a strong proven track record in delivering positive business impact
Strong knowledge in applied statistics and mathematics
Significant experience of analytical programming languages such as R and/or Python.
Familiarity with Deep Learning frameworks like PyTourch, Tensorflow, and CNTK
Enjoy discovering and solving problems; proactively seeking clarification of requirements and direction; being a self-starter who takes responsibility when required.
Strong interpersonal, verbal, visual and presentation skills, ability to communicate complex findings in a simple manner to executives
Ability to work collaboratively across multiple business and engineering teams
A willingness to learn, share, and improve.
Benefits:
Full-Time Work From Home Position (AuSuM will provide the necessary items for your home office.)
Medical and Dental, Insurance Available
401k Plans with Company Matching Contributions
3 Weeks (15 Days) Paid Time Off Annually
Paid Holidays
*Your suitability for employment is contingent upon successfully passing these required pre-employment screenings: At a minimum, a 7-year background check, education verification, employment verification, confidentiality agreement, and drug screening will be conducted.

About AuSuM Systems:

AuSuM Systems is a global leader in premium audit and risk management systems and the developer of Premium Audit Manager (PAM) and Survey and Risk Assessment (SaRA), some of the first fully supported solutions to allow insurance providers to automate their entire premium audit and loss control processes. These applications combine a state-of-the-art tracking system with a fully featured reporting engine to better mine and statistically analyze data to make more informed business decision.
Company Description
Please visit our website at https://www.ausum.net to learn more about our company.",4.5,"AuSuM Systems
4.5","Miami, FL","Miami, FL",1 to 50 employees,1994,Company - Private,-1,-1,$10 to $25 million (USD),-1
958,Senior Data Scientist,$141K-$222K (Glassdoor est.),"About Us

On the off chance you've thought about insurance, it's likely because you've insured something you love, not because you loved your insurance company. Metromile is out to change that. As an insurtech powered by data science and customer centric-design, we're building a community of drivers who come for the savings and stay for the experience.

With technology at its core, Metromile is reimagining insurance to make it fairer and actually delightful. We're obsessed with savings, service, and features -- street sweeping alerts, monthly mileage summaries, fuel trackers and more -- that engage a customer all along their journey. We're on the forefront of disrupting a $250 billion auto insurance category that has gone unchanged for over 80 years.

Metromile's diverse team combines the best of Silicon Valley technologists with veterans from Fortune 500 insurers and financial services giants. This management structure ensures that the business is focused on growth, customer experience, and technology innovation while also balancing unit economics and profitability. Our customer service, claims, and sales teams are all based in-house in the US.

Named a Glassdoor Best Place to Work two years in a row.

About The Role

Metromile is seeking a Senior Data Scientist to work with partners from across our company to support and grow our business. Your modelling will draw on data from connected vehicles, third-party sources, and production pipelines to predict driving risk and better understand our customers. This understanding of risk and behavior is at the core of our insurance business.

If you are excited by the opportunity to explore diverse data sources and work on impactful projects central to our company's mission, then we'd love to hear from you.

You will
Own end-to-end data science projects from the exploration phase to implementation in production to post-production monitoring
Improve our infrastructure for training and deploying machine learning models
Communicate data science models to a range of stakeholders, incorporating their feedback to ensure our models have the best impacts on the business
Use your models to influence decisions across the business and gain support from executive leadership.
Work with a diverse team of collaborative data scientists who enjoy technical discussions and learning new methodologies.
About You
2+ years experience building and deploying machine learning models in production
Degree in a quantitative field like statistics, economics, applied math, operations research, physics or engineering. Advanced degrees are preferred
Proficiency with SQL for writing efficient queries on large datasets
Proficiency with Python for statistical and numerical modeling
Strong oral and written communication skills, and ability to collaborate with cross-functional partners to build the business
Bonus Points
Your prior experience was within the fintech, insurtech, or autonomous vehicle space.
Experience with AWS/Spark
What's In It For You
Competitive salary plus equity
Robust benefit options (health, dental, vision, 401K)
Strong culture of communication and support in the current remote environment
Transportation and gym benefits
Remote social events (happy hour, trivia night)
Generous parental leave
Mac equipment and adjustable workstations
Metromile is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",3.8,"Metromile
3.8","San Francisco, CA","San Francisco, CA",201 to 500 employees,2011,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
959,Risk Data Scientist,$141K-$222K (Glassdoor est.),"The Risk Data Scientist will be responsible for developing and building the next generation of risk analytics to protect and grow the business. Working with a team of world-class data scientists, you will partner with engineering, finance, business development, customer service and operations to develop scores and strategies to improve approval rate, chargeback, and false positive.

The ideal candidate has deep analytic skills, as well as ability to translate complex models into working code for implementation in a positive and can-do team environment.
What You'll Be Doing:
Develop and build out Wish’s risk analytics platform to support business growth and data informed decisions
Develop and propose tradeoffs to understand and manage customer lifecycle value, risk exposure, and costs
Collaborate with internal teams and external partners to improve risk detection while minimizing user friction
Manage risk analytics solutions from development, testing, implementations, tracking, to retirement
Mentor other team members in data analysis, reporting, and visualization
Who You Are:
Required: SQL, Python, Linux shell scripting
STEM BS with 3+ years, MS or PhD preferred or equivalent work experience
Must have experience with machine learning and computational statistics packages: Sci-kit learn, statsmodels, gephi, glm, etc.
Experience with SQL relational databases as well as big data: the Hadoop ecosystem, Hive, Presto, etc.
Excellent verbal and written communications, including the ability to clearly and concisely articulate complex concepts to both technical and non-technical collaborators.
Experience with visualization tools such as seaborn, plotly, d3, ggplot2, Shiny, etc.
Frequent user of cloud computing platforms such as Amazon Web Services, Microsoft Azure, or Google Cloud Platform.
Bonus: experience with web application frameworks such as Shiny, Flask, Tkinter, Django, etc.
Double Bonus: previous work on fraud applications with payments and mobile data.

Why Wish:

Wish is transforming the way the world shops by offering a convenient and personalized mobile shopping experience. Our mission is to offer an unlimited selection of affordable quality goods to be accessible for everyone on a global scale. We bring together world-class technical talent with a passion for connecting relevant products to relevant people.

Learn more about us:
Intro to Wish
Our CEO discusses Wish
Crunchbase
Recruiting Video

Wish values diversity and is committed to creating an inclusive work environment. We provide equal employment opportunity for all applicants and employees. We do not discriminate based on any legally-protected class or characteristic. Employment decisions are made based on qualifications, merit, and business needs. If you need assistance or accommodation due to a disability, please let your recruiter know. For job positions in San Francisco, CA, and other locations where required, we will consider for employment qualified applicants with arrest and conviction records.


Individuals applying for positions at Wish, including California residents, can see our privacy policy here.",3.5,"Wish
3.5","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2011,Company - Private,Other Retail Stores,Retail,$1 to $2 billion (USD),-1
960,Data Scientist,$141K-$222K (Glassdoor est.),"Job Description
Tiger Analytics is looking for an experienced Data Scientist to join our fast-growing advanced analytics consulting firm. Our consultants bring deep expertise in Data Science, Machine Learning and AI. We are the trusted analytics partner for multiple Fortune 500 companies, enabling them to generate business value from data. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner. We are looking for top-notch talent as we continue to build the best global analytics consulting team in the world.

As a Data Scientist, you will apply strong expertise in AI through the use of machine learning, data mining, and information retrieval to design, prototype, and build next generation advanced analytics engines and services. You will collaborate with cross-functional teams and business partners to define the technical problem statement and hypotheses to test. You will develop efficient and accurate analytical models which mimic business decisions and incorporate those models into analytical data products and tools. You will have the opportunity to drive current and future strategy by leveraging your analytical skills as you ensure business value and communicate the results.

Key Responsibilities
Collaborate with business partners to develop innovative solutions to meet objectives utilizing cutting edge techniques and tools.
Effectively communicate the analytics approach and how it will meet and address objectives to business partners.
Advocate and educate on the value of data-driven decision making; focus on the how and why of solutioning.
Lead analytic approaches; integrate solutions collaboratively into applications and tools with data engineers, business leads, analysts and developers.
Create repeatable, interpretable, dynamic and scalable models that are seamlessly incorporated into analytic data products.
Engineer features by using your business acumen to find new ways to combine disparate internal and external data sources.
Share your passion for Data Science with the broader enterprise community; identify and develop long-term processes, frameworks, tools, methods and standards.
Collaborate, coach, and learn with a growing team of experienced Data Scientists.
Stay connected with external sources of ideas through conferences and community engagements.
Requirements
Bachelors Degree in Data Science, Computer Science, Engineering, Statistics and 5+ years of Data Science experience required
Proficiency in Python or R and in writing complex SQL queries
Proficiency with Machine Learning concepts and modeling techniques to solve problems such as clustering, classification, regression, anomaly detection, simulation and optimization problems on large scale data sets. Ability to implement ML best practices for the entire Data Science lifecycle
Ability to apply various analytical models to business use cases (NLP, Supervised, Un-Supervised, Neural Nets, and more)
Exceptional communication and collaboration skills to understand business partner needs and deliver solutions
Bias for action, with the ability to deliver outstanding results through task prioritization and time management
Experience with data visualization tools Tableau, R Shiny etc preferred
Benefits

This position offers an excellent opportunity for significant career development in a fast-growing and challenging entrepreneurial environment with a high degree of individual responsibility.",4.6,"Tiger Analytics
4.6","Atlanta, GA","Santa Clara, CA",201 to 500 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),"Mu Sigma, LatentView Analytics, Fractal"
961,Data Scientist,$141K-$222K (Glassdoor est.),"Greetings,

Role: Sr. Data Scientist
<strong>Location: Sunnyvale, CA/ Bentonville, AR

Duration: Long Term

Essential skills:

Strong problem-solving skills with an emphasis on product development.

Experience withÂLinear and Logistic modelling.

Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.

Experience working with and creating data architectures.

Should be proficient withÂArtificial Neural Networks, Random forest.

Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.

Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.

Excellent written and verbal communication skills for coordinating across teams.

A drive to learn and master new technologies and techniques.

Strong hands on experience with Machine Learning.

We're looking for someone with at least 9 or plus years of specific experience manipulating data sets and building statistical models and is familiar with the following software/tools:

Coding knowledge and experience with several languages: C, C++, Java, JavaScript, etc.

Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.

Experience querying databases and using statistical computer languages: R, Python, etc.

Experience using web services: Redshift, S3, Spark, Digital Ocean, etc.

Should have experience Supporting on Vector Machine methods

Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modelling, clustering, decision trees, neural networks, etc.

Experience analysing data from 3rd party providers: Google Analytics, Site Catalyst, Core metrics, AdWords, Crimson Hexagon, Facebook Insights, etc.

Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Cassandra, MySQL, etc.

Experience visualizing/presenting data for stakeholders using: Periscope, Business Objects, Tableau, D3, ggplot, etc.

Warm Regards,

Rahul

R3 Technology Inc.,

324 Courtyard Drive, Suite A

Hillsborough, New Jersey,Â08844

Direct:7328373458

Website: www.r3tek.com",-1.0,R3 Tek,"Bentonville, AR",-1,-1,-1,-1,-1,-1,-1,-1
962,In Vivo Associate Scientist/Scientist Neuro Discovery,$141K-$222K (Glassdoor est.),"Dicerna Pharmaceuticals is seeking a highly motivated In Vivo Associate Scientist/Scientist to join the Neuro Discovery group. This individual will be a key player in augmenting ongoing screening of Dicerna's RNAi therapeutics in the central and peripheral nervous system.

Dicerna is a rapidly growing biopharmaceutical company focused on the discovery and development of innovative therapeutics for rare diseases, chronic liver diseases, cardiovascular diseases infectious diseases, and neurodegenerative disorders. The Company is using its proprietary GalXC RNAi technology platform to build a broad pipeline in these therapeutic areas. We offer a unique and exceptional culture that thrives on energy, sharing of ideas and overall excellence. We believe in career development and enhancing the work environment with industry-leading perks (daily catered lunches, fun corporate outings, community volunteering opportunities, bonus incentive program). We offer competitive salaries and excellent benefits.

Key Responsibilities:

Rodent CNS-target dosing (intrathecal, intracisternal, intracerebroventricular) in both rats and mice

CNS-focused necropsy i.e. freehand and atlas-guided brain dissection, spinal cord dissection, DRG isolation in both rats and mice

Planning and performing all technical aspects of in vivo experiments; contributing to experimental design and strategy, conducting experiments independently to produce high quality data within project deadlines

Performing cellular and molecular biology assays according to SOPs and troubleshooting or developing assays as needed

Maintaining careful laboratory notebooks, generating high quality study reports, and presenting working progress to team members in group meeting, and thriving in a fast-paced environment

Qualifications:

M.S. or Ph.D. in Biology, Neuroscience, Pharmaceutical Sciences or equivalent

3+ years of industry experience in rodent CNS in vivo studies preferred, including dosing, tissue collection, study management, and study documentation

Demonstrated ability to perform CNS-specific techniques in rodents (intrathecal, intracisternal, or intracerebroventricular injection) e.g. publications, conference presentations

Expertise in data analysis methods, including scientific software (e.g. GraphPad Prism)

Commitment to careful and thorough technical documentation, including electronic laboratory notebooks and study reports

Ability to interact effectively on multidisciplinary teams and participate in our exciting, dynamic company culture; ability to work independently; exceptional communication skills required",4.8,"Dicerna
4.8","Lexington, MA","Lexington, MA",201 to 500 employees,2007,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
963,Data Scientist,$141K-$222K (Glassdoor est.),"At Kibo, we provide cloud commerce solutions inspired by our clients' needs and designed to empower their teams. Together, we can help them see further, think bigger, and climb higher.

Our software and services include eCommerce, Order Management, Personalization, and Mobile Point-of-Commerce. We serve retailers, manufacturers, and brands, and our solutions are designed to power the shopping experience – from first click to doorstep – and to scale with them as their business grows.

Kibo is seeking a Data Scientist to help continue to build and innovate our next generation of data-driven applications. You will be part of our Data Science group which develops Kibo’s software for processing large volumes of eCommerce user data into statistical models that drive live applications such as item recommendations, content search and automated statistical testing.

ESSENTIALRESPONSIBILITIES AND DUTIES:
Contribute to Kibo’s product roadmap by developing models to solve our customers’ pressing problems
Develop visualizations that make complex concepts intuitive to nontechnical marketers and merchandisers
Collaborate with and learn from a like-minded group of data scientists
Develop models with a variety of requirements (online learning, large data sets, reinforcement learning, recommender systems, etc.)
Discover, understand, and apply cutting-edge statistical and machine learning techniques with novel applications to e-commerce, marketing, and supply chain problems
Assist product management and engineering in building full-featured products based on your research
Assist sales, marketing, and client services in taking products based on your research to market and effectively communicating their value to clients and prospects
QUALIFICATIONS:
A bachelor’s degree in one or more of statistics, machine learning, math, computer science, economics, quantitative social science or equivalent understanding
2+ years of experience in a modern data analysis stack (Python, R, Matlab, SAS, SPSS, STATA, etc.)
Willingness to learn Python (knowledge of Python is a plus)
Effective understanding of how business value, applications, and infrastructure constraints drive modeling decisions
Ability to implement machine learning techniques in scalable, reliable and maintainable code for real-world software platforms
Familiarity with software engineering concepts like object-oriented design, software testing, and development lifecycles
An entrepreneurial mindset, shown by a history of engagement with the end users of a model or the desire to do so.
Ability to effectively communicate the results and value of models with non-technical stakeholders, both internal and external",2.9,"KIBO
2.9","Philadelphia, PA","Dallas, TX",201 to 500 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
964,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,$141K-$222K (Glassdoor est.),"Join our Intelligent Systems Division to serve as a software developer and researcher on a team developing software solutions in technology areas such as Intelligent Transportation Systems (ITS), Integrated Corridor Management Systems (ICMS), and Decision Support Systems (DSS). Utilize advanced data analytics techniques and enterprise data infrastructure skills in state-of-the-art software development environments. Perform in all phases of the development lifecycle, including requirements definition, software/systems design, implementation, testing, and integration. Initiate advanced research and development programs, interact with clients, and make technical presentations.


Education/Experience:


Requires a BS degree in Software Engineering, Computer Engineering or Computer Science or related with 0-5 years of experience. Must have at least a 3.0 GPA. Must have an emphasis on software development and systems engineering and exposure to object-oriented programming (programming languages such as, but not limited to, C++, C#, Java). Applicable internships or education experience is required. Education and/or experience involving .NET, C#, Java, Python, Git, Microsoft SQL Server, Windows, Linux, Docker, Kubernetes, Redis, Elastic Stack, TypeScript, HTML, CSS, Angular, Kafka is preferred. Excellent interpersonal skills and the ability to work well individually and as a member of a project team are required. Excellent written and verbal communication skills required. A valid/clear driver's license is required.


Special Considerations:


Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.

Job Locations: San Antonio, Texas


For more information about this division, visit the Intelligent Systems home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace",3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
965,Analytic Consultant 6,$141K-$222K (Glassdoor est.),"Job Description

Important Note: During the application process, ensure your contact information (email and phone number) is up to date and upload your current resume when submitting your application for consideration. To participate in some selection activities you will need to respond to an invitation. The invitation can be sent by both email and text message. In order to receive text message invitations, your profile must include a mobile phone number designated as Personal Cell or Cellular in the contact information of your application.

At Wells Fargo, we want to satisfy our customers financial needs and help them succeed financially. Were looking for talented people who will put our customers at the center of everything we do. Join our diverse and inclusive team where youll feel valued and inspired to contribute your unique skills and experience.

Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.

Responsible for performing highly complex activities related to business analysis and/or modeling. Responsible for senior level consulting partnerships including delivery of findings and recommendations. Duties typically include providing insights, developing analytical strategies, performing analytical support and/or modeling regarding a wide array of business initiatives. This job requires application of analytical, statistical modeling, stochastic and/or forecasting methods. Designs and leads some of the most complex projects/ analyses, generally spanning multiple products/business lines/functional areas/data sources and may involve extremely complex analytical application of industry-leading experimental techniques or exploratory data analytics. Typically focus on the theory and/or advanced mathematics behind the analyses. Applies knowledge of business, customers, and/or products/services/portfolios to synthesize data to 'form a story' and align information to contrast/compare to industry perspective. Data involved typically very large, structured or unstructured, and from multiple sources. To a certain degree, may be involved directly in the technical build-out and/or support of databases, query tools, reporting tools, BI tools, dashboards, etc. that enable analysis, modeling, and/or advanced data visualization. Leads project/virtual teams & mentors lower level staff. May mentor a small team.

This position will be responsible for the implementation and adherence to EIR data and risk related programs that ensure internal business deliverables are met. This includes the partnership required to assist in the coordination efforts for data demand, data lifecycle management, Technology and EIR strategic engagements, and leveraging Wells Fargo agile methodology practices with a heavy focus on MRA/compliance obligations.

This is an internal data management role requiring highly technical skills in overseeing JIRA workflow requests for data, projects intertwined with our large-scale applications, and databases necessary for reporting. This position plays a critical role in applying an analytical lens across our work streams allowing for data management decisioning. Candidate will interact with various levels of internal partners across the Enterprise with special project assignments, MRA/TCP deliverables, and other business unit objectives, many of a confidential nature.

Areas of concentration also include:
This is a leadership position that will be responsible for cross domain teams to drive analytics objectives forward
This position will drive process and technology improvement
This position will engage in highly complex business requirements, providing support and technical specifications to design or redesign data output.
This position will drive internal agile processes and ensure correlated work follows required protocol such as SDLC and QA policy standards and guidelines
Required Qualifications
10+ years of experience in analytics, modeling or a combination of both; or a PhD in a quantitative field such as applied math, statistics, engineering, physics, accounting, finance, economics, econometrics, computer sciences, or business/social and behavioral sciences with a quantitative emphasis and 7+ years of experience in analytics, modeling, or a combination of both
Desired Qualifications
Leadership experience with ability to effectively manage and engage teams
7+ years of ETL, data warehouse and data analytics delivery experience on internal or external cloud platforms
8+ years of experience with SAS or SQL, or other data management, reporting and query tools
5+ years of experience with SQL Server database design and administration
Experience using SQL for data transformation
5+ years of experience delivering Business Intelligence (BI), analytics and reporting using API Services architecture
4+ years of SQL DBA experience
Other Desired Qualifications
5+ years of experience writing Microsoft SQL Server relational database queries, stored procedures, query optimization and performance tuning
Salary Information

The salary range displayed below is based on a Full-time 40 hour a week schedule.

NC-Charlotte: Min: $108,200 Mid: $154,500
IA-Des Moines: Min: $108,200 Mid: $154,500

Street Address

NC-Charlotte: 1525 W Wt Harris Blvd - Charlotte, NC
IA-Des Moines: 800 Walnut St - Des Moines, IA

Disclaimer

All offers for employment with Wells Fargo are contingent upon the candidate having successfully completed a criminal background check. Wells Fargo will consider qualified candidates with criminal histories in a manner consistent with the requirements of applicable local, state and Federal law, including Section 19 of the Federal Deposit Insurance Act.

Relevant military experience is considered for veterans and transitioning service men and women.
Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation.",3.6,"Wells Fargo
3.6","Des Moines, IA","San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1
966,Data Scientist,$141K-$222K (Glassdoor est.),"Job Description
Our client is looking for strong Data Scientists who will be primarily responsible for retraining various predictive models using new data source and techniques with the goal to outperformance the existing models.

Responsibilities:

- Retrain existing predictive models using new data source and possibly new advanced techniques

- Work comfortably with multi-terabyte and billion+ rows of data

- Perform rigorous model evaluation, design hypothesis tests, oversee test execution and result evaluation

Required skills/experience:

- Advanced degree in Machine Learning, Applied Math, Computer Science, Economics, Statistics or a related quantitative field

- At least 5 years recent experience building predictive models using SAS EG and SAS EM

- Proficiency in SAS Enterprise Miner/ Enterprise Guide/ Base SAS is critical

- Proficiency in Python and R in addition to SAS is a plus

- Solid understanding of advanced statistical concepts, especially related to modelling is a must

- Experience working with SQL Server, Google Cloud Platform/Google Big Query and Hadoop ecosystem

Preference will be given to candidates with:

- Practical experience in Neural Network, Random Forest, SVM and any other boosting techniques

- Background in collaborative filtering, data mining, machine learning, optimization or statistical theory

-",-1.0,TECHstaff Resources,"Jericho, NY","Huntington, NY",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1
967,Data Scientist,$141K-$222K (Glassdoor est.),"Lyteworx Automation Systems is looking for a Data Scientist or Data Curation to join our team.

Description:

Participate in the development of machine learning, data mining, and statistical or graph-based algorithms designed to fuse and analyze massive data sets. Use expertise to ensure the proper implementation and usage of employed algorithms and bring in cutting-edge innovations from industry and academia. Leverage knowledge of requirements analysis, installation, integration, evaluation, enhancement, maintenance, testing, and diagnosis or resolution. Conduct software development, software integration, statistical analysis, modeling, and simulation all in a rapid DevOps environment. Sync across functional teams, ensuring data science is supporting mission-focused analytic teams and work with rapid prototyping teams on site to deploy new data science capabilities through existing toolsets.

Basic Qualification:

· TS / SCI (Active CI poly preferred)

· Bachelor’s degree or higher in Science or Engineering field

· 5 to 10 years of Linux / Unix Command line experience using the following commands: ssh, scp, chmod, chown, git, cp, rm. Must be able to use the command line to explore file structures, move files on different file systems and execute applications remotely or locally.

· Experience using Git for version control to include pushing code to remote server, building branches, and merging branches.

· 5 to 10 years of experience using Python 3.6 / 3.7

· Experience in the following Python packages: Pandas, gdal, Numpy, Shapely, Keras, TensorFlow, Matplotlib, mysql, beautifulsoup, seaborn and built-in packages pathlib, ast, traceback, zipfile, json, shutil, hashlib, datetime, time, subprocess, csv, sys, os, collections (namedtuple, OrderedDict), pprint, and timeit.

· Experience cleaning labeled data in preparation for use in machine learning ensuring, there are no duplicate files, ensure there are no labels that overlap each other, versioning duplicate labels by creation date, removing older version of labels from delivery, casting proper data types, and tracking deliverable for rollback capability

· Experience in creating parallel processing operations by managing the number of processors used in an operation given memory limitations

· Experience in generating automated reports using the groupby, value_counts, plotting, time indexing, cumsum, and unstack commands within Pandas

· Experience in automating all data preparation methods and creating a CLI for turnkey operation from a non-technical user.

Additional Qualification:

· Experience working on DoD or IC networks.

· Experience in dealing with detected, CMETAA, and SCID format of SAR data. Converting from CMETAA to SCID format and properly rotating SCID polygons to account for changes made during the conversion from CMETTA to SCID. Testing and visualizing the polygon rotations to ensure accuracy.

· Experience in capturing, parsing, storing NITF metadata using GDAL and also by capturing the Extended Metadata unique to airborne SAR NITF files not available in the GDAL standard parsing

· Experience in understanding and using the TCPED process

· Experience in tasking multiple national assets to include IMINT, ELINT, LOS Radar, OTH Radar, COMINT, and HUMINT collection methods and resources.

· Experience in Image Science understanding sensor modalities such as Panchromatic, Multi-spectral, Synthetic Aperture Radar (SAR), Infrared

· Experience in the developing the architecture of a Convolutional Neural Network (CNN), to include training the CNN, modifying the architecture of the CNN, adjusting to the hyper-parameters of the training process in order to create a CNN that can be used in operations

· Experience in developing tools to evaluate and visualize the functionality of a trained neural network for purpose of further enhancing the performance of the network to include visualizing the various layers of a CNN, recognizing the “thinking” flaws of the network and developing an executing a plan to address the flaws

Preferred DOD 8570 IAT LEVEL II Compliance

Job Type: Full-time

Pay: $160,000.00 - $175,000.00 per year

Experience:
data science: 5 years (Preferred)
analytics: 5 years (Preferred)
data scientist: 7 years (Preferred)
full agile sdlc methodology: 5 years (Preferred)
Security Clearance Required:
Top Secret (Required)
Work Location:
Multiple locations
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Paid time off
Relocation assistance
Professional development assistance
This Company Describes Its Culture as:
Outcome-oriented -- results-focused with strong performance culture
Schedule:
Monday to Friday
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",5.0,"Lyteworx Automation Systems
5.0","Alexandria, VA","Alexandria, VA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
968,Data Scientist Sr,$141K-$222K (Glassdoor est.),"Under general direction, the Data Scientist is responsible for modeling complex problems, discovering clinical insights and identifying opportunities using statistical, algorithmic, mining, and visualization techniques. In addition to analytic skills, this role requires experience in preparing large, varied datasets, and communicating results with clinical and operational stakeholders. Other responsibilities include developing and applying data quality measures to ensure that data congruent and reliable. The Data Scientist will collaborate with operational leaders, data stewards, physicians, project/program managers, informaticists and other analysts to turn data into critical information and knowledge to be used to make sound organizational decisions. Leads and Mentor junior data scientists. Other duties as assigned.

KNOWLEDGE, SKILLS AND ABILITIES REQUIRED:
Required Education, Skills, and/or Experience:
PhD. in Statistics/Biostatistics, Computer Science, Epidemiology, Mathematics, Healthcare, Physics, or other quantitative discipline (STEM area) required
Minimum 3 years of analyzing healthcare data in either a provider or payer environment is required. Academic experience in analyzing similar data in statistics or other quantitative disciplines will be considered as equivalent experience
Formal training or extensive applied experience with advanced statistical methods such as regression-type modeling and data-mining methods (e.g. classification trees)
2+ years of data and statistical analysis
Intermediate to advanced proficiency with SQL, SAS, R, STATA or other high-level data programming language
Intermediate to advanced proficiency with Python, PHP, Perl, VB, JavaScript, C++ or other programming language
Advanced programming skills required
Demonstrates excellent follow-up skills and the ability to take initiative as well as a proactive problem solving approach
Excellent verbal and written communication skills
Team oriented with good interpersonal skills and the ability to collaborate effectively with peers and customers
Comfortable providing input and alternate views in a healthy, constructive way
Agile software development methodology experience and test-driven development experience
Take pride in writing clean dependable algorithms
Sharp critical thinking skills, including systems and business analysis, problem analysis and resolution, and sound judgment/decision making ability
Proven ability to work in a rapid release product environment
Preferred Education, Skills, and/or Experience:
Minimum 5 years of Epic software experience required
Minimum of 5 years functioning as Data Scientist role required
5 years of directly related experience is preferred. Health care reporting experience is highly preferred
3 years Caboodle and Clarity experience is highly desired
Preferred Licensure/Certification:
Epic certification desired",3.6,"Elmhurst Memorial Healthcare
3.6","Warrenville, IL","Naperville, IL",5001 to 10000 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
